Código Planta,DESCRIPCIÓN BIMBO,Planta 5,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,Grafica análisis,grafica,BIMBO SANTA MARIA
por codificar,TABLERO DE BOMBAS DE FOSA DE TRAILERS FUERZA 220V - CONTROL 127 V.,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE B P 117,0252,Registro equipo,alta,TABLERO DE BOMBAS DE FOSA DE TRAILERS FUERZA 220V - CONTROL 127 V.,generico,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLEROS ELECTRICOS (RED VS. INCENDIOS) (P.117) FUERZA 220 V. - CONTROL 127 V. PICSA (TRES TABLEROS),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE B P 117,0252,Registro equipo,alta,TABLEROS ELECTRICOS (RED VS. INCENDIOS) (P.117) FUERZA 220 V. - CONTROL 127 V. PICSA (TRES TABLEROS),picsa,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TANQUE DE AIRE DE TRANSPORTES (TA#1) 12.66 KG/CM2 (300 LITROS) ALANSA,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE B P 117,0252,Registro equipo,alta,TANQUE DE AIRE DE TRANSPORTES (TA#1) 12.66 KG/CM2 (300 LITROS) ALANSA,oks,,8669,,,TANQUES,Registro equipo,Capturado,
por codificar,BATERIAS DE PLANTA DE EMERGENCIA #1 12 VCD LTH,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,BATERIAS DE PLANTA DE EMERGENCIA #1 12 VCD LTH,roadstar,,,,se quitaron las lth,BATERIAS PARA CAMION,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 1 (P.117),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 1 (P.117),,,,,es el area,TALLERES,Registro equipo,Capturado,
por codificar,LAVAOJOS PORTATIL EN C.M.1 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,LAVAOJOS PORTATIL EN C.M.1 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,eye wash,,,,,EQUIPO DE SEGURIDAD,Registro equipo,Capturado,
por codificar,TABLERO # 1VR (BY-PASS VOLTAJE REGULADO) FUERZA 220 V CONTROL 110 V. HOFFMAN CSD24246,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,TABLERO # 1VR (BY-PASS VOLTAJE REGULADO) FUERZA 220 V CONTROL 110 V. HOFFMAN CSD24246,generico,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO # 3VR  (DISTRIBUCION VOLTAJE REGULADO) FUERZA 220 V SQUARE D NQOD412M100CU E2,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,TABLERO # 3VR  (DISTRIBUCION VOLTAJE REGULADO) FUERZA 220 V SQUARE D NQOD412M100CU E2,generico,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE DISTRIBUCION GENERAL (220 V) 2000 AMPS. FPE (FEDERAL PACIFIC) CAT. F5H2405 B-T044,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,TABLERO DE DISTRIBUCION GENERAL (220 V) 2000 AMPS. FPE (FEDERAL PACIFIC) CAT. F5H2405 B-T044,fp master,,b-t044,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE VENTILACION Y ALUMBRADO FUERZA 220 V CONTROL 127 V,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,TABLERO DE VENTILACION Y ALUMBRADO FUERZA 220 V CONTROL 127 V,generico,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 1) 1,000 LITROS",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 1) 1,000 LITROS",generico,,,,,TANQUES,Registro equipo,Capturado,
por codificar,UPS (COMPUTADORAS DE OFICINAS Y PLC EN PL.2) 5.3 KVA/3.7 KW BEST POWER FE5.3 KVA TVSS,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,UPS (COMPUTADORAS DE OFICINAS Y PLC EN PL.2) 5.3 KVA/3.7 KW BEST POWER FE5.3 KVA TVSS,eaton,,,,este de oficinas,UPS (NO BREAK),Registro equipo,Capturado,
por codificar,UPS PRO 700 ( DE PEE # 1 ) 120 V.  12 A. APC BR700 G 3B1042X38936,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 1 P 117,0252,Registro equipo,alta,UPS PRO 700 ( DE PEE # 1 ) 120 V.  12 A. APC BR700 G 3B1042X38936,ferrups,,,,,UPS (NO BREAK),Registro equipo,Capturado,
por codificar,BATERIAS DE PLANTA DE EMERGENCIA #3 12 VCD LTH,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,BATERIAS DE PLANTA DE EMERGENCIA #3 12 VCD LTH,roadstar,,,12 v,,BATERIAS PARA CAMION,Registro equipo,Capturado,
por codificar,BOMBA DE DIESEL (P.117) TIPO IRA3 256-2YK34 K 93,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,BOMBA DE DIESEL (P.117) TIPO IRA3 256-2YK34 K 93,siemens,1ra3256-2yk34,k93,,,BOMBAS,Registro equipo,Capturado,
por codificar,BOMBA DE LLENADO DE CALDERA # 1 OCELCO T8-SM,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,BOMBA DE LLENADO DE CALDERA # 1 OCELCO T8-SM,centinel,,,tamano 8,,BOMBAS,Registro equipo,Capturado,
por codificar,BOMBA DE LLENADO DE CALDERA # 2 OCELCO T8-SM,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,BOMBA DE LLENADO DE CALDERA # 2 OCELCO T8-SM,centinel,,,tamano 8,,BOMBAS,Registro equipo,Capturado,
por codificar,COMPRESOR DE AIRE KAESER CSD 100,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,COMPRESOR DE AIRE KAESER CSD 100,kaESER,CSD100,,,,COMPRESORES,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 2 (P.117),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 2 (P.117),,,,,es el area,TALLERES,Registro equipo,Capturado,
por codificar,FILTRO DE RED DE AIRE EN ENTRADA AL SECADOR INGERSOLL RAND NUM. PARTE 23553357,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,FILTRO DE RED DE AIRE EN ENTRADA AL SECADOR INGERSOLL RAND NUM. PARTE 23553357,ingresoll rand,,491612,,,SECADORES,Registro equipo,Capturado,
por codificar,FILTRO DE RED DE AIRE EN SALIDA DEL SECADOR INGERSOLL RAND NUM. PARTE 38446357,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,FILTRO DE RED DE AIRE EN SALIDA DEL SECADOR INGERSOLL RAND NUM. PARTE 38446357,ingresoll rand,,491611,,,SECADORES,Registro equipo,Capturado,
por codificar,LAVAOJOS PORTATIL EN C.M.2 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,LAVAOJOS PORTATIL EN C.M.2 (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,eyewash,,,,,EQUIPO DE SEGURIDAD,Registro equipo,Capturado,
por codificar,RUTINA DE ANALISIS DE GASES Y CARBURACION DE CALDERAS,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,RUTINA DE ANALISIS DE GASES Y CARBURACION DE CALDERAS,,,,,es una actividad,RUTINAS,Registro equipo,Capturado,
por codificar,SEGURIDADES DE COMBUSTION MENSUAL CALDERA 1 100 CLEAVER BROOCKS CB100,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,SEGURIDADES DE COMBUSTION MENSUAL CALDERA 1 100 CLEAVER BROOCKS CB100,,,,,es una actividad,CALDERAS,Registro equipo,Capturado,
por codificar,SEGURIDADES DE COMBUSTION MENSUAL CALDERA2 100 CLEAVER BROOCKS CB100,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,SEGURIDADES DE COMBUSTION MENSUAL CALDERA2 100 CLEAVER BROOCKS CB100,,,,,,CALDERAS,Registro equipo,Capturado,
por codificar,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 2) 100 AMPS. (240/120 V) SQUARE D NQ41BL1C CL1311,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 2) 100 AMPS. (240/120 V) SQUARE D NQ41BL1C CL1311,generico,,,220 a 120 vca,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE CONTROL GENERAL C.M. PL.3 440V/250AMPS.,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,TABLERO DE CONTROL GENERAL C.M. PL.3 440V/250AMPS.,generico,,,440 a 120,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE DISTRIBUCION (220 V) 2000 AMPERES CYTESA TIPO. HCB I S 010-09,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,TABLERO DE DISTRIBUCION (220 V) 2000 AMPERES CYTESA TIPO. HCB I S 010-09,sytesa,hcb,is010-09,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,"TANQUE CISTERNA DE DIESEL 10,000 LITROS PERMATANK",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,"TANQUE CISTERNA DE DIESEL 10,000 LITROS PERMATANK",permatank,,,,,TANQUES,Registro equipo,Capturado,
por codificar,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 2) 1,000 LITROS 43"" X 47.5""",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 2) 1,000 LITROS 43"" X 47.5""",generico,,,800 litros ,,TANQUES,Registro equipo,Capturado,
por codificar,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 3) 1,000 LITROS 43"" X 47.5""",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 2 P 117,0252,Registro equipo,alta,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 3) 1,000 LITROS 43"" X 47.5""",generico,,,800 litros ,,TANQUES,Registro equipo,Capturado,
por codificar,BATERIAS DE PLANTA DE EMERGENCIA #2 12 VCD LTH,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,BATERIAS DE PLANTA DE EMERGENCIA #2 12 VCD LTH,roadstar,,,12v,se cambiaron las lth,BATERIAS PARA CAMION,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 3 (P.117),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 3 (P.117),,,,,es el area ,TALLERES,Registro equipo,Capturado,
por codificar,LAVAOJOS PORTATIL EN C.M.3 (TALLER) (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,LAVAOJOS PORTATIL EN C.M.3 (TALLER) (P-117) 32 FL OZ. (946 MILILITROS) NORTH 126037C,eye wash,,,,,EQUIPO DE SEGURIDAD,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 1 (RECIRCULACION EN MYCOM # 1) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 1 (RECIRCULACION EN MYCOM # 1) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,siemens,jm10,e08t2007gm 119,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 2 (RECIRCULACION EN MYCOM # 2) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 2 (RECIRCULACION EN MYCOM # 2) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,siemens,jm10,ppppppppppppppppppppppppppppppppppppppppppppppppppp,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 3 (RECIRCULACION EN MYCOM # 3) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 3 (RECIRCULACION EN MYCOM # 3) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,siemens,jm10,h08t2006gm 52,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 4 (RECIRC. GLICOL EN INTERCAMBIADOR) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 4 (RECIRC. GLICOL EN INTERCAMBIADOR) 681LPM/34MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73469-B SECC. 340  TIPO 341,siemens,jm10,h08t2006gm 35,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 5 (RECIRC. AGUA EN INTERCAMBIADOR) 833LPM/37MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73470 SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 5 (RECIRC. AGUA EN INTERCAMBIADOR) 833LPM/37MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 73470 SECC. 340  TIPO 341,siemens,jm10,f12t3652gme 47,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 6 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 6 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,siemens,jm10,h08t2008gm 10,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 7 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 7 (RED DE AGUA CON GLICOL) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,siemens,jm10,h08102008gm 3,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 8 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 8 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,siemens,jm10,g08t2008gm 22,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA # 9 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA # 9 (RED DE AGUA FRIA) 897LPM/42MTS (2 X 2 1/2 X 7A) PICSA AURORA REF. 72079-2 SECC. 340  TIPO 341,siemens,jm10,h08t2008gm 9,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA DE REFACCION PARA SISTEMA GLICOL 606LPM/36MTS (2 X 2 1/2 X 7) PICSA AURORA REF. 77574 SECC. 341,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,MOTOBOMBA DE REFACCION PARA SISTEMA GLICOL 606LPM/36MTS (2 X 2 1/2 X 7) PICSA AURORA REF. 77574 SECC. 341,aurora pumps,av 4,,,,BOMBAS,Registro equipo,Capturado,
por codificar,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 3) 100 AMPS. FUERZA 220 V CONTROL 127 V SQUARE D NQOD430M100CU F2,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 3) 100 AMPS. FUERZA 220 V CONTROL 127 V SQUARE D NQOD430M100CU F2,generico,,,220 a 120,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE MOTOBOMBAS GLICOL FUERZA 440 V CONTROL 127 V,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 3 P 117,0252,Registro equipo,alta,TABLERO DE MOTOBOMBAS GLICOL FUERZA 440 V CONTROL 127 V,generico,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,BATERIAS DE ARRANQUE (RED VS. INCENDIOS P-118) 12 V.C.D.,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BATERIAS DE ARRANQUE (RED VS. INCENDIOS P-118) 12 V.C.D.,roadstar,,,,se quitaron las lth,BATERIAS PARA AUTO,Registro equipo,Capturado,
por codificar,BATERIAS DE CONTROL (RED VS. INCENDIOS P-118) 12 V.C.D. GENESIS 7.0 AH BATERIA SELLADA RECARGABLE NP712,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BATERIAS DE CONTROL (RED VS. INCENDIOS P-118) 12 V.C.D. GENESIS 7.0 AH BATERIA SELLADA RECARGABLE NP712,roadstar,,,,se quitaron las lth,BATERIAS PARA TABLEROS,Registro equipo,Capturado,
por codificar,BATERIAS DE PLANTA DE EMERGENCIA #4 12 VCD LTH,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BATERIAS DE PLANTA DE EMERGENCIA #4 12 VCD LTH,roadstar,,,,se quitaron las lth,BATERIAS PARA CAMION,Registro equipo,Capturado,
por codificar,BATERIAS DE PLANTA DE EMERGENCIA #5 12 VCD LTH,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BATERIAS DE PLANTA DE EMERGENCIA #5 12 VCD LTH,roadstar,,,,se quitaron las lth,BATERIAS PARA CAMION,Registro equipo,Capturado,
por codificar,BOMBA # 1 DE RED DE AGUA NORMAL OV 14580 OCELCO 1 1/4 FL5 64352,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BOMBA # 1 DE RED DE AGUA NORMAL OV 14580 OCELCO 1 1/4 FL5 64352,aurora pumps,,,,,BOMBAS,Registro equipo,Capturado,
por codificar,BOMBA # 2 DE RED DE AGUA NORMAL OV 14580 OCELCO 1 1/4 FL5 64353,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BOMBA # 2 DE RED DE AGUA NORMAL OV 14580 OCELCO 1 1/4 FL5 64353,aurora pumps,,,,,BOMBAS,Registro equipo,Capturado,
por codificar,BOMBA (NEUMATICA) DE DIESEL (P.118) WILDEN M969620 02-11275,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,BOMBA (NEUMATICA) DE DIESEL (P.118) WILDEN M969620 02-11275,wilden,,02-5035-01,,,BOMBAS,Registro equipo,Capturado,
por codificar,"CISTERNA DE AGUA NORMAL 50,000 LITROS",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,"CISTERNA DE AGUA NORMAL 50,000 LITROS",generico,,,50000 litros,,REDES DE SUMINISTRO,Registro equipo,Capturado,
por codificar,CLORINADOR (PRED.118) 0/2.0/20.0 PPM (-10/+110 ºC) (110/220 VAC) B-C ELECTRONICS CL 7685 (SOFTWARE R:2.6X) SN 160440,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,CLORINADOR (PRED.118) 0/2.0/20.0 PPM (-10/+110 ºC) (110/220 VAC) B-C ELECTRONICS CL 7685 (SOFTWARE R:2.6X) SN 160440,milton roy,c111-368t1,12103464634-1,,,CLORINADORES,Registro equipo,Capturado,
por codificar,CUARTO DE MAQUINAS # 1 (P.118),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,CUARTO DE MAQUINAS # 1 (P.118),,,,,es el area ,TALLERES,Registro equipo,Capturado,
por codificar,MOTOBOMBA ELECTRICA CHICA (RED VS INCENDIOS) ARMSTRONG VMS1506 1204,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,MOTOBOMBA ELECTRICA CHICA (RED VS INCENDIOS) ARMSTRONG VMS1506 1204,armstrong,,,,,BOMBAS,Registro equipo,Capturado,
por codificar,MOTOBOMBA ELECTRICA GRANDE (RED VS INCENDIOS) 150 GPM/2772 FT ARMSTRONG 3 X 1.5 X 8  4280 (CONSTRUCCION BF - STD) C511072,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,MOTOBOMBA ELECTRICA GRANDE (RED VS INCENDIOS) 150 GPM/2772 FT ARMSTRONG 3 X 1.5 X 8  4280 (CONSTRUCCION BF - STD) C511072,armstrong,3x1.5x8,511072,,,BOMBAS,Registro equipo,Capturado,
por codificar,TABLERO # 1 (BOMBAS DE AGUA NORMAL) FUERZA 220 V CONTROL 110 V. MAQUINDAL GE 92 - 097,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLERO # 1 (BOMBAS DE AGUA NORMAL) FUERZA 220 V CONTROL 110 V. MAQUINDAL GE 92 - 097,maquindal,ge,92-097,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 1) 100 AMPS. FUERZA 220 V CONTROL 127 V SQUARE D CAT. NQOD424M100CU E2,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLERO DE ALUMBRADO Y CONTACTOS (C.M. # 1) 100 AMPS. FUERZA 220 V CONTROL 127 V SQUARE D CAT. NQOD424M100CU E2,square,,,220,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE DISTRIBUCION # 1 (440 V) 2000 AMPS SYTESA TIPO HCB I S 011-09,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLERO DE DISTRIBUCION # 1 (440 V) 2000 AMPS SYTESA TIPO HCB I S 011-09,sytesa,is011-09,,220,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO DE DISTRIBUCION # 2 (220 V) 3200 AMPS SQUARE D NO. CAT. B-300013 (OM 32-01-01) Y (OM 32-01-02),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLERO DE DISTRIBUCION # 2 (220 V) 3200 AMPS SQUARE D NO. CAT. B-300013 (OM 32-01-01) Y (OM 32-01-02),square d,,,,son dos tableros,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLERO FILTRO DE ARMONICAS # 2 (FUERZA 220 V) 200 KVAR ARTECHE 787103054FAB020024020PN1RF20 FAB10937//14-04-10,SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLERO FILTRO DE ARMONICAS # 2 (FUERZA 220 V) 200 KVAR ARTECHE 787103054FAB020024020PN1RF20 FAB10937//14-04-10,arteche,787103054fab020024020pn1rf20,fab10937//1404-10,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,TABLEROS ELECTRICOS DE RED VS. INCENDIOS (P.118) FUERZA 220 V. - CONTROL 127 V. WARRIC CONTROLS (TRES TABLEROS),SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,TABLEROS ELECTRICOS DE RED VS. INCENDIOS (P.118) FUERZA 220 V. - CONTROL 127 V. WARRIC CONTROLS (TRES TABLEROS),warick controls,,,,,TABLEROS ELECTRICOS,Registro equipo,Capturado,
por codificar,"TANQUE CISTERNA DE DIESEL 10,000 LITROS PERMATANK",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,"TANQUE CISTERNA DE DIESEL 10,000 LITROS PERMATANK",permatank,,,,,TANQUES,Registro equipo,Capturado,
por codificar,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 4) 1,000 LITROS 43"" X 47.5""",SERVICIOS GENERALES,SG,equipo en linea,activo,CTO DE MAQ 4 P 118,0252,Registro equipo,alta,"TANQUE DE DIESEL DE USO DIARIO (DE PEE # 4) 1,000 LITROS 43"" X 47.5""",generico,,,,,TANQUES,Registro equipo,Capturado,
