Código Planta,DESCRIPCIÓN BIMBO,Línea de producción,Siglas Línea,Estatus línea,Activo/inactivo,Ubicación física en línea,Centro de Costo,Ubicación física en Planta,BIM,Descripción del activo,Marca,Modelo,Serie,"voltaje, capacidad o dimensiones",Comentarios equipo,Familia Equipo,Grafica análisis,grafica,,ABASTEX
BO1P849-00261,TRANSP. M 13   DOSIFICADOR  MOLDES A DEPOSITADORA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068521,TRANSPORTADOR DOSIFICADOR DE MOLDES NO.SERIE 00-0135 F-20459 MAQUINDAL 23/06/200,,,,,,"TRANSP. MP-12, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00262,TRANSP. M 14  TRANSPORTADOR DEPOSITADORA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. M 14  TRANSPORTADOR DEPOSITADORA,,,,,,"TRANSP. MP-13, PL-1",Registro equipo,Capturado,,
BO1P849-00263,TRANSP. M 15  TRANSPORTADOR SALIDA DEPOSITADORA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-212287,TRANSPORTADOR RECTO HORIZONTAL ROLPI-01,,,,,,"TRANSP. MP-14, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00264,TRANSP. M 16  CURVA 90° SALIDA DEPOSITADORA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. M 16  CURVA 90° SALIDA DEPOSITADORA,,,,,,"TRANSP. MP-15, PL-1",Registro equipo,Capturado,,
BO1P849-00265,TRANSP. P 1 SALIDA PRODUCTO DEL DESMOLDEADOR,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068459,TRANSPOTADOR RECTO  ENTRADA AL TRANSFER PL=1,,,,,no coincide,"TRANSP. P-1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00266,TRANSP. P 2  1ER. CURVA PRODUCTO A ENFRIAMIENTO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068116,TRANSPORTADOR CURVO 90 GRADOS BANDA SANIGRI P02 PL1,,,,,,"TRANSP. P-2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00267,TRANSP. P 3  1ER.  RECTO  PRODUCTO A ENFRIAMIENTO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068117,TRANSPORTADOR RECTO BANDA SANIGRID DE 10700  PL=1  P03,,,,,cambio por banda azul,"TRANSP. P-3, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00268,TRANSP. P 4  2A. CURVA PRODUCTO A ENFRIAMIENTO,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,Baja,TRANSP. P 4  2A. CURVA PRODUCTO A ENFRIAMIENTO,,,,,,"TRANSP. P-4, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00269,TRANSP. P 5  2°.  RECTO  PRODUCTO A ENFRIAMIENTO,Planta 1,PL-1,proceso de baja,inactivo,Proceso,,,Baja,TRANSP. P 5  2°.  RECTO  PRODUCTO A ENFRIAMIENTO,,,,,,"TRANSP. P-5, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00270,TRANSP. P 6  3ER.  RECTO  PRODUCTO A ENFRIAMIENTO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. P 6  3ER.  RECTO  PRODUCTO A ENFRIAMIENTO,,,,,,"TRANSP. P-6, PL-1",Registro equipo,Capturado,,
BO1P849-00271,TRANSP. P 7  ENTRADA A ENFRIADOR,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068145,TRANSPORTADOR CURVO 90 GRD BI-13 PL1,,,,,,"TRANSP. P-7, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00272,TRANSP. P 8  SALIDA DE ENFRIADOR,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,BIM-068157,TRAMO RECTO DE BARILLAS A LA SALIDA DEL ENFRIADOR PL1,,,,,con banda azul,"TRANSP. P-8, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00273,TRANSP. P 9  TRANSPORTADOR REBANADORA,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,alta,TRANSP. P 9  TRANSPORTADOR REBANADORA,,,,,no coincide,"TRANSP. P-9, PL-1",Registro equipo,Capturado,,
BO1P849-00274,TRANSP. P 10  TRANSPORTADOR BAYERA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. P 10  TRANSPORTADOR BAYERA,,,,,no coincide,"TRANSP. P-10, PL-1",Registro equipo,Capturado,,
BO1P849-00275,TRANSP. BANDA DE GLASEADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068131,GLASEADORA DE  ROLES HECHIZA,,,,,,TRANSP. GLASEADO PL-1,Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00276,TRANSP. P 11  1ER. RECTO ENFRIADOR DE DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068453,TRANSPOTADOR RECTO VARILLAS P11 PL=1,,,,,,"TRANSP. P-11, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00277,TRANSP. P 12  CURVA 180° ENFRIAMIENTO DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. P 12  CURVA 180° ENFRIAMIENTO DECORADO,,,,,,"TRANSP. P-12, PL-1",Registro equipo,Capturado,,
BO1P849-00278,TRANSP. P 13  2°. RECTO ENFRIADOR DE DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSP. P 13  2°. RECTO ENFRIADOR DE DECORADO,,,,,,"TRANSP. P-13, PL-1",Registro equipo,Capturado,,
BO1P849-00279,TRANSP. P 14  3ER. RECTO ENFRIADOR DE DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-184307,TRANSPORTADOR ALIMENTADOR DE CAPACILLOS DE 9 DE ANCHO X 2.5 MTS DE LARGO,,,,,,"TRANSP. P-14, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00280,TRANSP. P 15   4°. RECTO ENFRIADOR DE DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-184308,TRANSPORTADOR DESVIADOR DE ROLES DE 4 DE ANCHO X 0.8 MTS DE LARGO,,,,,,"TRANSP. P-15, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00281,TRANSP. P 16  CURVA 90° ENFRIAMIENTO DECORADO,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-00281,TRANSP. P 16  CURVA 90° ENFRIAMIENTO DECORADO,,,,,no coincide,"TRANSP. P-16, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00282,TRANSP. P 18  TRANSP.  DEL DETECTOR DE METALES,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,BIM-173549,TRANSPORTADOR CURVO A 90 GRADOS,,,,,,"TRANSP. P-18, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00283,TRANSP. P 19  CURVA 90° SALIDA DEL DETECTOR,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,BIM-068121,TRAMO RECTO BANDA SANITARIA DE 2600 PL=1,,,,,,"TRANSP. P-19, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00284,TRANSP  P 20  TRANSPORTADOR NO 1 A ENVOLVEDORAS,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,BIM-173548,TRANSPORTADOR CURVO A 90 GRADOS,,,,,,"TRANSP. P-20, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00285,TRANSP  P 21  TRANSPORTADOR NO 2 A ENVOLVEDORAS,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,BO1P849-00285,TRANSP  P 21  TRANSPORTADOR NO 2 A ENVOLVEDORAS,,,,,,"TRANSP. P-21, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00285,TRANSPORTADOIR P-12A,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-00285,TRANSPORTADOIR P-12A,,,,,no coincide,"TRANSP. P-21, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00286,TRANSPORTADOIR P-12B,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-00286,TRANSPORTADOIR P-12B,,,,,no coincide,"TRANSP. P-12-B, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00287,TRANSPORTADOIR P-12C,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-00287,TRANSPORTADOIR P-12C,,,,,no coincide,"TRANSP. P-12-C, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-00783,BANDAS DE MOLINE,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-00783,BANDAS DE MOLINE,,,,,,"MOLINE , PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-05969,TRANSPORTADOR M1 SALIDA DE MOLDES DEL DESMOLDEAOR,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-091152,TRANSPORTADOR CURVO DE RI= 1200 MM DE DESARROLLO 4100 MM,,,,,ya es recto,"TRANSP. M-1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-05970,TRANSPORTADOR M2 ENFRIAMIENTO DE MOLDES,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-069203,TRANSPORTADOR DE MOLDES SPANTECK M2 PL1,,,,,,"TRANSP. M-2, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-06341,TRANSP. BI-06 A ENTRADA,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BO1P849-06341,TRANSP. BI-06 A ENTRADA,,,,,no coincide,"TRANSP. BI-06, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-06342,TRANSP. P 8 A,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-068096,UNIDAD DE REPOSICIONADOR MOD PRV-P- PL=1,,,,,,"TRANSP. P-8-A, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-06345,TRANSPORTADOR MC 1,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,BIM-083095,TRANSPORTADOR DE 5 TABLILLAS P-8 PL1=BO1,,,,,ya no tiene tablillas TIENE BANDA,"TRANSP. MC-1, PL-1",Eqpos Código BIM (validados físicamente),Capturado,,
BO1P849-06346,TRANSPORTADOR MC 2,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 2,,,,,,"TRANSP. MC-2, PL-1",Registro equipo,Capturado,,
BO1P849-06347,TRANSPORTADOR MC 3,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 3,,,,,,"TRANSP. MC-3, PL-1",Registro equipo,Capturado,,
BO1P849-06348,TRANSPORTADOR MC 4,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 4,,,,,te transfer de moldes de colchon,"TRANSP. MC-4, PL-1",Registro equipo,Capturado,,
BO1P849-06349,TRANSPORTADOR MC 5,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 5,,,,,,"TRANSP. MC-5, PL-1",Registro equipo,Capturado,,
BO1P849-06350,TRANSPORTADOR MC 6,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 6,,,,,,"TRANSP. MC-6, PL-1",Registro equipo,Capturado,,
BO1P849-06351,TRANSPORTADOR MC 7,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 7,,,,,,"TRANSP. MC-7, PL-1",Registro equipo,Capturado,,
BO1P849-06352,TRANSPORTADOR MC 8,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 8,,,,,no coincide,"TRANSP. MC-8, PL-1",Registro equipo,Capturado,,
BO1P849-06353,TRANSPORTADOR MC 9,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 9,,,,,,"TRANSP. MC-9, PL-1",Registro equipo,Capturado,,
BO1P849-06354,TRANSPORTADOR MC 10,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,TRANSPORTADOR MC 10,,,,,,"TRANSP. MC-10, PL-1",Registro equipo,Capturado,,
BO1P855-00006,ENFRIAMIENTO DE MOLDES,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,ENFRIAMIENTO DE MOLDES,,,,,,"ENFR. MOLDES, PL-1",Registro equipo,Capturado,,
BO1P858-00001,EXTRACTOR DE AIRE AREA DE MOLDES NO.1,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,EXTRACTOR DE AIRE AREA DE MOLDES NO.1,,,,,,"EXT. AIRE N°1, PL-1",Registro equipo,Capturado,,
BO1P858-00002,EXTRACTOR DE AIRE AREA DE MOLDES NO.2,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,EXTRACTOR DE AIRE AREA DE MOLDES NO.2,,,,,,"EXT. AIRE N°2, PL-1",Registro equipo,Capturado,,
BO1P858-00003,EXTRACTOR DE AIRE RETORNO DE MOLDES,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,EXTRACTOR DE AIRE RETORNO DE MOLDES,,,,,,"EXT. AIRE N°3, PL-1",Registro equipo,Capturado,,
BO1P858-00004,EXTRACTORES AREA MOLINE,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,EXTRACTORES AREA MOLINE,,,,,,"EXT. AIRE N°4, PL-1",Registro equipo,Capturado,,
BO1P900-00007,VACIADOR DE MOLDES,Planta 1,PL-1,equipo en linea,ACTIVO,Proceso,,,alta,VACIADOR DE MOLDES,,,,,,"VAC. DE MOLDES, PL-1",Registro equipo,Capturado,,
POR CODIFICAR,artesa tipo avion 1,Planta 1,PL-1,equipo en linea,ACTIVO,proceso ,,,Alta,artesa tipo avion 1,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero collet,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero collet,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tanque de jarabe 2,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tanque de jarabe 2,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,cazo para batido 1,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,cazo para batido 1,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,cazo para batido 2,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,cazo para batido 2,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,cazo para batido 3,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,cazo para batido 3,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,cazo para batido 4,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,cazo para batido 4,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,cazo para batido 5,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,cazo para batido 5,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero electrico de masas,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero electrico de masas,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero electrico de esponjas,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero electrico de esponjas,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero de mezcladora de masas,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero de mezcladora de masas,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero de mezcladora de esponjas,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero de mezcladora de esponjas,genericos,,,,,,Registro equipo,Capturado,,
BIM-068086,rodillo de compresion,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,alta,rodillo de compresion,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador t transfer de moldes roles colchonesp,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador t transfer de moldes roles colchonesp,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador mc 11,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador mc 11,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador mc 12,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador mc 12,genericos,,,,,,Registro equipo,Capturado,,
BIM-068458,transportador mc 13,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,alta,transportador mc 13,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador mc 14,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador mc 14,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador mc 15,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador mc 15,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador mc 16,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador mc 16,genericos,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero electrico de camara de vapor,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero electrico de camara de vapor,maquindal,g-e,96-0397-e-2,220v,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero electrico de limpiador de moldes,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero electrico de limpiador de moldes,,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador de moldes m2a,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador de moldes m2a,,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,transportador m3,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,transportador m3,,,,,,,Registro equipo,Capturado,,
POR CODIFICAR,tablero para horno baker perkins,Planta 1,PL-1,equipo en linea,ACTIVO,proceso  ,,,Alta,tablero para horno baker perkins,baker perkins,,59390,220v,,,Registro equipo,Capturado,,
POR CODIFICAR,envolvedora servor 1 ,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,Alta,envolvedora servor 1 ,sies,,11-0592,220v,,,Registro equipo,Capturado,,
POR CODIFICAR,envolvedora servor 2,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,Alta,envolvedora servor 2,sies,servor,11-0590,220v,,,Registro equipo,Capturado,,
POR CODIFICAR,envolvedora servor 3,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,Alta,envolvedora servor 3,ditsa,ts-350,tito-614t02,220v,,,Registro equipo,Capturado,,
POR CODIFICAR,envolvedora servor 4,Planta 1,PL-1,equipo en linea,ACTIVO,Empaque,,,Alta,envolvedora servor 4,sies,servor,11-0501,220v,,,Registro equipo,Capturado,,
BIM-068096,unidad de reposicionador,Planta 1,PL-1,equipo en linea,ACTIVO,proceso,,,alta,unidad de reposicionador,,,,,,,Registro equipo,Capturado,,
BIM-068095,enrrolladores de masa,Planta 1,PL-1,equipo en linea,ACTIVO,proceso,,,alta,enrrolladores de masa,,,,,,,Registro equipo,Capturado,,
BIM-179305,TRANSPORTADOR BARRENAS DIVISORA,Planta 2,PL-2,proceso de baja,inactivo,Proceso,,,Baja,TRANSPORTADOR BARRENAS DIVISORA,,,,,ALTA DIVISORA,Reduct.B.Wilden.C.Engran,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P107-00007,ATADORA NO 1,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-077201,ATADORA BURFORD # 5 SERIE 15461 PL=3,burford,2100,15461,,envoltura planta 2,ATADORA NO 1,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P107-00008,ATADORA NO 2,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-200746,ATADORA DE REFACCION 2,burford,,,,envoltura planta 2,ATADORA NO 2,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P107-00008,REBANADORA NO 1  MOD.136,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-067661,REBANADORA  AMF NUMERO 1 MODELO 136 PL2=PN1,,,,,,REBANADORA NO 1  MOD.136,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P107-00009,ATADORA NO 3  MOD. 60-7,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-077200,ATADORA BURFORD # 7 SERIE 15434 PL=3,burford,,,,envoltura planta 2,ATADORA NO 3  MOD. 60-7,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P154-00002,BOLEADORA,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,BOLEADORA,genericos,,,,,BOLEADORA,Registro equipo,Capturado,,
PN1P155-00020,BOMBA NO 2 TRASBASE A FERMENTADORES,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,BOMBA NO 2 TRASBASE A FERMENTADORES,wilden,,wil-10330-03,,,BOMBA NO 2 TRASBASE A FERMENTADORES,Registro equipo,Capturado,,
PN1P155-00021,BOMBA NO 3 TRASBASE A FRIO,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,BOMBA NO 3 TRASBASE A FRIO,wilden,,,,,BOMBA NO 3 TRASBASE A FRIO,Registro equipo,Capturado,,
PN1P155-00022,BOMBA NO 4 TRASBASE A PESADOR,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,BOMBA NO 4 TRASBASE A PESADOR,wilden,,,,,BOMBA NO 4 TRASBASE A PESADOR,Registro equipo,Capturado,,
PN1P155-00023,BOMBA NO 5 TRASBASE A MEZCLADORA,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,alta,BOMBA NO 5 TRASBASE A MEZCLADORA,wilden,,wil-10320-e-04,,,BOMBA NO 5 TRASBASE A MEZCLADORA,Registro equipo,Capturado,,
PN1P155-00024,DO PUMP 1,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-068501,BOMBA MASA AMF BM-A-91,,,,,,DO PUMP 1,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P204-00007,CAMARA DE VAPOR,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067715,CAMARA DE FERMENTACION TEMPLEX SERIE 99318,,,,,,CAMARA DE VAPOR,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P211-00021,CODIFICADOR VIDEOJET NO 1  MOD.  EXCEL 170 I,Planta 2,PL-2,equipo de baja,inactivo,Empaque,,,Baja,CODIFICADOR VIDEOJET NO 1  MOD.  EXCEL 170 I,,,,,,CODIFICADOR VIDEOJET NO 1  MOD.  EXCEL 170 I,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P211-00022,CODIFICADOR VIDEOJET NO 2  MOD.  EXCEL 170 I,Planta 2,PL-2,equipo de baja,inactivo,Empaque,,,Baja,CODIFICADOR VIDEOJET NO 2  MOD.  EXCEL 170 I,,,,,,CODIFICADOR VIDEOJET NO 2  MOD.  EXCEL 170 I,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P211-00023,CODIFICADOR VIDEOJET NO 3  MOD.  EXCEL 170 I,Planta 2,PL-2,equipo de baja,inactivo,Empaque,,,Baja,CODIFICADOR VIDEOJET NO 3  MOD.  EXCEL 170 I,,,,,,CODIFICADOR VIDEOJET NO 3  MOD.  EXCEL 170 I,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P211-00024,CODIFICADOR DOMINO NO 5,Planta 2,PL-2,equipo de baja,inactivo,Empaque,,,Baja,CODIFICADOR DOMINO NO 5,,,,,,CODIFICADOR DOMINO NO 5,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P260-00010,APLICADOR DE GRANO,Planta 2,PL-2,equipo de baja,inactivo,Proceso,,,Baja,APLICADOR DE GRANO,,,,,,APLICADOR DE GRANO,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P264-00008,TRANSPORTADOR NO 26 DEVIADOR DE MOLDES,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067701,TRANSPORTADOR CURVO 90° ENTRADA DE MOLDES A ENGRASADORA MAQUINDAL PL=2,,,,,,TRANSPORTADOR NO 26 DEVIADOR DE MOLDES,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P264-00009,TRANSPORTADOR NO 34 CAMBIADOR NO 1 PAN,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-067664,TRANSPORTADOR P-34 INTERCAMBIADOR BARRAS DESLIZA PL2=PN1,,,,,,TRANSPORTADOR NO 34 CAMBIADOR NO 1 PAN,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P264-00010,TRANSPORTADOR NO 37 CAMBIADOR NO 2 PAN,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-067676,TRANSPORTADOR P-37 INTERCAMBIADOR BARRAS DESLIZA PL2=PN1,,,,,,TRANSPORTADOR NO 37 CAMBIADOR NO 2 PAN,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P265-00009,DETECTOR DE METALES,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-069131,DETECTOR DE METALES MCA. LOMA PL2=PN1 STAMA,,,,,,DETECTOR DE METALES,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P266-00008,DIVISORA ADD77,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-179305,DIVISORA PL=2,,,,,,DIVISORA ADD77,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P267-00007,DEPOSITADORA NO1,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067885,CORTADOR DE MASA  MCA: APV BAKER REF BMSO-44 PEDIMENTO 3212-0001697 PL=3,,,,,,DEPOSITADORA NO1,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P267-00008,DEPOSITADORA NO2,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-067884,CORTADOR DE MASA  No 2  MCA: APV BAKER REF BMSO-44 PEDIMENTO 3212-0001697 PL=3,,,,,,DEPOSITADORA NO2,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P302-00005,TRANSPORTADOR NO 1 ELEVADOR DE MASA,Planta 2,PL-2,equipo en linea,ACTIVO,Proceso,,,BIM-069102,TRANSPORTADOR ELEVADOR DE MASA MAQUINDAL SERIE 96-0919,,,,,,TRANSPORTADOR NO 1 ELEVADOR DE MASA,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P304-00008,EMBOLSADORA NO1,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-067671,EMBOLSADORA AMF MARK 50 3-190 SIN PL2=PN1,,,,,,EMBOLSADORA NO1,Eqpos Código BIM (validados físicamente),Capturado,,
PN1P304-00009,EMBOLSADORA NO2,Planta 2,PL-2,equipo en linea,ACTIVO,Empaque,,,BIM-067662,EMBOLSADORA AMF MARK-50-A 3- 67-17 PL2=PN1 FALTA ETIQUT,,,,,,EMBOLSADORA NO2,Eqpos Código BIM (validados físicamente),Capturado,,
